age,capital_gain,capital_loss,education,final_weight,hours_worked_per_week,marital_status,native_country,occupation,race,relationship,is_male,workclass,over_threshold
56,0.0,0.0,3,251836,40,Married-civ-spouse,?,Other-service,White,Husband,True,Private,0
20,0.0,0.0,10,85041,20,Never-married,United-States,Exec-managerial,White,Own-child,False,Private,0
20,0.0,0.0,9,258730,40,Never-married,United-States,Priv-house-serv,White,Own-child,False,Private,0
39,0.0,0.0,10,163057,99,Divorced,United-States,Craft-repair,White,Not-in-family,True,Self-emp-inc,0
20,0.0,0.0,9,105686,40,Never-married,United-States,Machine-op-inspct,White,Not-in-family,True,Private,0
43,0.0,0.0,13,61287,60,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Self-emp-not-inc,0
45,0.0,0.0,13,90533,45,Never-married,United-States,Exec-managerial,White,Not-in-family,False,Federal-gov,0
21,0.0,0.0,13,180303,25,Never-married,?,?,Asian-Pac-Islander,Not-in-family,True,?,0
23,0.0,0.0,9,268525,48,Married-civ-spouse,United-States,Machine-op-inspct,White,Husband,True,Private,0
45,0.0,1977.0,13,225456,40,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Private,1
35,0.0,0.0,10,192626,50,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Private,1
70,0.0,2246.0,14,124449,8,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Self-emp-not-inc,1
52,0.0,0.0,9,101017,38,Divorced,United-States,Exec-managerial,White,Unmarried,True,Self-emp-inc,0
48,0.0,0.0,14,199058,40,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Private,1
20,0.0,0.0,10,216672,30,Never-married,United-States,?,White,Own-child,True,?,0
39,0.0,0.0,13,20308,40,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Local-gov,1
40,1506.0,0.0,14,150874,40,Divorced,United-States,Exec-managerial,White,Unmarried,False,State-gov,0
36,0.0,0.0,9,182863,60,Married-civ-spouse,United-States,Sales,White,Husband,True,Private,1
34,0.0,0.0,10,377850,50,Married-civ-spouse,United-States,Adm-clerical,White,Husband,True,Private,0
32,0.0,0.0,9,256362,40,Married-civ-spouse,United-States,Machine-op-inspct,White,Husband,True,Private,1
31,0.0,0.0,8,77143,40,Separated,United-States,Transport-moving,Black,Unmarried,True,Private,0
45,0.0,0.0,9,29019,55,Married-civ-spouse,United-States,Other-service,White,Wife,False,Self-emp-not-inc,0
61,2829.0,0.0,9,171831,45,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Self-emp-inc,0
67,0.0,0.0,10,101761,40,Married-civ-spouse,United-States,?,White,Husband,True,?,1
27,0.0,0.0,9,32280,40,Married-civ-spouse,United-States,Farming-fishing,White,Husband,True,Self-emp-not-inc,0
34,0.0,0.0,5,27409,50,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,0
29,0.0,0.0,13,187073,40,Never-married,United-States,Craft-repair,White,Not-in-family,True,Private,0
37,0.0,0.0,6,185692,84,Married-civ-spouse,United-States,?,White,Husband,True,?,0
51,0.0,0.0,9,200450,40,Married-civ-spouse,United-States,Other-service,White,Husband,True,State-gov,1
19,0.0,0.0,10,208506,28,Never-married,United-States,Exec-managerial,White,Own-child,False,Private,0
50,0.0,0.0,16,225772,60,Divorced,United-States,Prof-specialty,White,Not-in-family,False,Self-emp-not-inc,1
31,0.0,0.0,9,62165,40,Never-married,United-States,Other-service,Black,Own-child,True,Private,0
28,0.0,0.0,10,147719,48,Never-married,India,?,Asian-Pac-Islander,Not-in-family,True,?,0
27,0.0,0.0,14,203697,50,Never-married,United-States,Tech-support,White,Own-child,True,Private,0
47,0.0,0.0,7,110243,40,Married-civ-spouse,United-States,Other-service,White,Husband,True,Private,0
51,0.0,0.0,9,100653,8,Divorced,United-States,Adm-clerical,White,Not-in-family,False,Federal-gov,0
58,0.0,0.0,9,191069,40,Married-civ-spouse,United-States,Sales,White,Husband,True,Private,1
32,0.0,0.0,10,181212,65,Separated,United-States,Farming-fishing,White,Unmarried,False,Self-emp-not-inc,0
28,0.0,0.0,9,403671,40,Never-married,Mexico,Other-service,White,Other-relative,True,Private,0
33,0.0,0.0,13,184306,45,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Private,0
54,0.0,0.0,10,200450,60,Married-civ-spouse,United-States,Sales,White,Husband,True,Private,0
34,3103.0,0.0,10,178449,45,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Private,1
22,0.0,0.0,9,412316,40,Never-married,United-States,Handlers-cleaners,Black,Own-child,True,Local-gov,0
32,0.0,0.0,10,213179,40,Divorced,United-States,Craft-repair,White,Own-child,True,Private,1
20,0.0,0.0,10,183594,40,Never-married,United-States,Transport-moving,White,Own-child,True,Private,0
20,0.0,0.0,10,87867,40,Never-married,United-States,Tech-support,White,Own-child,True,Private,0
52,99999.0,0.0,13,118025,50,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Private,1
41,0.0,0.0,10,203451,15,Divorced,United-States,Prof-specialty,White,Not-in-family,False,Self-emp-not-inc,0
24,0.0,0.0,10,153542,35,Never-married,United-States,Sales,White,Other-relative,True,Private,0
38,0.0,0.0,14,320451,40,Married-civ-spouse,?,Prof-specialty,Asian-Pac-Islander,Husband,True,Private,0
49,0.0,0.0,9,209482,40,Widowed,United-States,Exec-managerial,White,Not-in-family,False,State-gov,0
41,0.0,0.0,10,195258,40,Married-civ-spouse,United-States,Protective-serv,White,Husband,True,Local-gov,1
33,0.0,0.0,7,231826,40,Married-civ-spouse,Mexico,Craft-repair,White,Husband,True,Private,0
22,0.0,0.0,9,23940,40,Never-married,United-States,Exec-managerial,Asian-Pac-Islander,Not-in-family,True,Private,0
35,0.0,0.0,10,194591,40,Married-civ-spouse,United-States,Tech-support,White,Husband,True,Private,0
52,0.0,0.0,9,123780,38,Married-civ-spouse,United-States,Adm-clerical,White,Wife,False,Private,0
35,0.0,0.0,9,149347,70,Never-married,United-States,Craft-repair,White,Not-in-family,True,Private,0
48,0.0,0.0,14,125421,40,Divorced,United-States,Exec-managerial,White,Unmarried,False,Private,1
17,0.0,0.0,6,123335,20,Never-married,United-States,Sales,White,Own-child,False,Private,0
41,0.0,0.0,9,129865,60,Married-civ-spouse,United-States,Other-service,White,Husband,True,Self-emp-not-inc,0
35,0.0,0.0,9,462832,40,Married-civ-spouse,United-States,Craft-repair,Black,Wife,False,Self-emp-not-inc,1
66,0.0,0.0,3,178120,15,Divorced,United-States,Priv-house-serv,Black,Not-in-family,False,Private,0
31,0.0,0.0,10,157568,40,Never-married,United-States,Adm-clerical,White,Not-in-family,True,Private,0
43,0.0,0.0,9,242804,40,Separated,United-States,Handlers-cleaners,White,Not-in-family,True,Private,0
28,0.0,0.0,11,195520,40,Never-married,Ireland,Adm-clerical,White,Other-relative,True,Private,0
48,0.0,0.0,9,193047,40,Married-civ-spouse,United-States,?,White,Husband,True,?,1
20,0.0,0.0,9,163965,40,Never-married,United-States,Other-service,Black,Unmarried,False,Local-gov,0
47,0.0,0.0,9,207120,44,Separated,United-States,Machine-op-inspct,White,Not-in-family,True,Private,0
29,0.0,0.0,9,29616,65,Never-married,United-States,Farming-fishing,White,Own-child,True,Self-emp-not-inc,0
35,0.0,0.0,13,183800,40,Married-civ-spouse,United-States,Adm-clerical,White,Husband,True,Private,1
68,0.0,0.0,14,233954,40,Widowed,United-States,Prof-specialty,Black,Unmarried,False,Local-gov,1
20,0.0,0.0,10,256211,40,Never-married,Vietnam,Machine-op-inspct,Asian-Pac-Islander,Other-relative,True,Private,0
45,0.0,0.0,9,60267,40,Married-civ-spouse,United-States,Adm-clerical,White,Husband,True,Federal-gov,1
47,0.0,0.0,9,199832,40,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,0
45,0.0,0.0,14,86618,50,Never-married,United-States,Exec-managerial,White,Not-in-family,False,State-gov,1
35,0.0,0.0,9,175232,40,Divorced,United-States,Handlers-cleaners,White,Other-relative,True,Private,0
32,0.0,1902.0,13,194740,40,Married-civ-spouse,United-States,Sales,White,Husband,True,Private,1
53,15024.0,0.0,9,156877,35,Married-civ-spouse,United-States,Adm-clerical,White,Husband,True,State-gov,1
26,0.0,0.0,9,167848,40,Never-married,United-States,Machine-op-inspct,Black,Not-in-family,True,Private,0
56,0.0,0.0,10,106850,40,Widowed,United-States,Other-service,White,Not-in-family,False,Private,0
39,0.0,0.0,10,175232,50,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Private,0
37,0.0,0.0,12,305259,48,Divorced,United-States,Exec-managerial,White,Not-in-family,False,Private,0
28,0.0,0.0,9,257283,40,Never-married,United-States,Transport-moving,White,Own-child,True,Private,0
24,0.0,0.0,13,100321,45,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Private,0
20,0.0,0.0,10,87546,40,Never-married,United-States,Sales,White,Own-child,False,Private,0
49,0.0,0.0,14,122385,40,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Private,1
41,0.0,0.0,12,54422,40,Married-civ-spouse,United-States,Prof-specialty,White,Wife,False,Private,1
49,0.0,0.0,9,122066,30,Married-civ-spouse,Hungary,Exec-managerial,White,Husband,True,Private,0
21,0.0,0.0,9,262241,40,Never-married,United-States,?,White,Other-relative,True,?,0
39,0.0,0.0,10,65738,15,Married-civ-spouse,United-States,Other-service,White,Wife,False,Self-emp-not-inc,1
27,0.0,1579.0,10,204984,40,Married-civ-spouse,United-States,Adm-clerical,White,Husband,True,Private,0
50,4386.0,0.0,9,169078,40,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Federal-gov,1
38,0.0,0.0,9,497788,50,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,0
40,0.0,0.0,7,198790,30,Married-civ-spouse,United-States,Machine-op-inspct,White,Husband,True,Private,0
47,0.0,1977.0,15,139268,60,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Self-emp-inc,1
38,0.0,0.0,10,32271,40,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,0
60,0.0,0.0,13,772919,25,Married-civ-spouse,United-States,Other-service,White,Husband,True,Private,0
51,0.0,0.0,9,30008,60,Married-civ-spouse,United-States,Transport-moving,White,Husband,True,Private,0
47,0.0,0.0,10,266860,65,Married-civ-spouse,United-States,Sales,White,Husband,True,Private,1
33,0.0,0.0,9,174789,40,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,0
19,0.0,0.0,10,185695,20,Never-married,United-States,Other-service,White,Own-child,False,Private,0
46,0.0,1902.0,10,186256,55,Married-civ-spouse,United-States,Sales,White,Husband,True,Private,1
35,0.0,0.0,13,225330,40,Never-married,United-States,Adm-clerical,White,Not-in-family,False,Private,0
46,0.0,0.0,9,247043,40,Married-civ-spouse,United-States,Transport-moving,White,Husband,True,Private,1
29,0.0,0.0,7,247151,40,Divorced,United-States,Machine-op-inspct,White,Unmarried,False,Private,0
39,0.0,1902.0,9,140854,60,Married-civ-spouse,United-States,Transport-moving,White,Husband,True,Private,1
23,0.0,0.0,10,151888,40,Never-married,United-States,Sales,White,Own-child,True,Private,0
37,4934.0,0.0,13,118486,32,Separated,United-States,Prof-specialty,White,Unmarried,False,Private,1
56,0.0,0.0,13,94345,40,Married-civ-spouse,United-States,Sales,White,Husband,True,Private,1
38,0.0,0.0,10,194140,50,Separated,United-States,Machine-op-inspct,Black,Unmarried,True,Private,0
21,0.0,0.0,10,164922,40,Never-married,United-States,Handlers-cleaners,White,Own-child,True,State-gov,0
59,0.0,0.0,9,101626,45,Married-civ-spouse,United-States,Adm-clerical,White,Husband,True,Federal-gov,1
35,0.0,0.0,10,273558,30,Never-married,United-States,?,Black,Not-in-family,True,?,0
25,0.0,0.0,13,197303,40,Never-married,United-States,Prof-specialty,White,Own-child,False,Private,0
36,0.0,0.0,9,193026,60,Never-married,United-States,Farming-fishing,White,Not-in-family,True,Self-emp-not-inc,0
28,0.0,0.0,13,37805,40,Married-civ-spouse,United-States,Sales,White,Husband,True,Private,1
27,0.0,0.0,9,78529,15,Never-married,United-States,Transport-moving,White,Own-child,False,Private,0
35,0.0,0.0,9,214891,40,Married-civ-spouse,Dominican-Republic,Transport-moving,Other,Husband,True,Private,0
24,0.0,0.0,13,176389,40,Never-married,United-States,Craft-repair,White,Own-child,True,Private,0
32,0.0,0.0,10,261059,50,Never-married,United-States,Other-service,White,Not-in-family,True,Private,0
41,0.0,0.0,13,170230,45,Divorced,United-States,Exec-managerial,White,Unmarried,False,Private,0
31,0.0,0.0,9,72744,30,Divorced,United-States,Other-service,White,Unmarried,True,Self-emp-inc,0
28,0.0,0.0,9,222442,51,Married-civ-spouse,Cuba,Sales,White,Husband,True,Private,0
23,0.0,0.0,10,303121,30,Never-married,United-States,Adm-clerical,White,Own-child,True,Private,0
26,0.0,0.0,9,256263,25,Never-married,United-States,Craft-repair,White,Not-in-family,True,Private,0
35,5013.0,0.0,9,241306,40,Married-civ-spouse,United-States,Machine-op-inspct,White,Husband,True,Private,0
37,0.0,0.0,9,289653,50,Married-civ-spouse,United-States,Adm-clerical,White,Husband,True,Federal-gov,1
17,0.0,0.0,7,70868,16,Never-married,United-States,Craft-repair,White,Own-child,True,Private,0
37,0.0,0.0,9,385251,40,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Private,1
45,0.0,0.0,10,165232,40,Divorced,Trinadad&Tobago,Tech-support,Black,Not-in-family,False,Private,0
27,0.0,0.0,9,167536,40,Married-civ-spouse,United-States,Handlers-cleaners,White,Husband,True,Private,0
35,0.0,0.0,9,147548,60,Married-civ-spouse,United-States,Transport-moving,White,Husband,True,Private,0
27,0.0,0.0,9,176683,40,Never-married,United-States,Transport-moving,White,Own-child,True,Private,0
63,0.0,0.0,11,272425,40,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Self-emp-inc,1
29,0.0,0.0,9,119052,40,Never-married,United-States,Handlers-cleaners,Black,Not-in-family,False,Private,0
43,15024.0,0.0,14,183273,32,Married-civ-spouse,United-States,Exec-managerial,White,Wife,False,Private,1
54,0.0,0.0,9,285854,40,Married-civ-spouse,United-States,Transport-moving,White,Husband,True,Private,1
36,0.0,0.0,11,359001,40,Divorced,United-States,Craft-repair,White,Not-in-family,True,Private,0
43,0.0,1902.0,14,23157,50,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Local-gov,1
45,0.0,0.0,13,164593,40,Never-married,?,Exec-managerial,White,Not-in-family,True,State-gov,0
23,0.0,0.0,9,350181,40,Never-married,United-States,Sales,White,Not-in-family,True,Private,0
67,10605.0,0.0,16,217892,35,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Self-emp-not-inc,1
51,0.0,1902.0,9,238481,42,Married-civ-spouse,United-States,Handlers-cleaners,White,Husband,True,Private,1
19,0.0,0.0,10,71592,40,Never-married,United-States,?,Asian-Pac-Islander,Own-child,False,?,0
17,0.0,0.0,9,24090,35,Never-married,United-States,Exec-managerial,White,Own-child,False,Private,0
48,15024.0,0.0,13,38950,50,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Private,1
24,0.0,0.0,3,230229,40,Never-married,Mexico,Machine-op-inspct,White,Other-relative,True,Private,0
23,0.0,0.0,6,174714,60,Never-married,United-States,Craft-repair,White,Not-in-family,True,Self-emp-not-inc,0
28,4386.0,0.0,9,118089,45,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Private,1
41,0.0,0.0,9,287037,40,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Self-emp-not-inc,0
27,0.0,0.0,14,194773,50,Never-married,Germany,Prof-specialty,White,Not-in-family,False,State-gov,0
71,0.0,1816.0,10,494223,2,Separated,United-States,Sales,Black,Unmarried,True,Self-emp-not-inc,0
20,0.0,0.0,9,174391,40,Never-married,United-States,Handlers-cleaners,White,Own-child,False,Private,0
39,0.0,0.0,9,139703,28,Married-spouse-absent,Jamaica,Sales,Black,Unmarried,False,Private,0
17,0.0,0.0,6,128617,26,Never-married,United-States,Handlers-cleaners,White,Own-child,True,Private,0
37,0.0,0.0,13,484475,60,Never-married,United-States,Other-service,Black,Not-in-family,True,Local-gov,0
20,0.0,0.0,10,236601,20,Never-married,United-States,Sales,White,Not-in-family,True,Private,0
19,0.0,0.0,10,165977,25,Never-married,United-States,Sales,White,Own-child,False,Private,0
46,0.0,0.0,16,375606,40,Never-married,United-States,Prof-specialty,White,Not-in-family,True,Private,1
18,0.0,0.0,7,350400,20,Never-married,United-States,Other-service,White,Own-child,False,Private,0
56,0.0,0.0,9,98418,30,Divorced,United-States,Transport-moving,White,Not-in-family,True,Private,0
54,0.0,0.0,14,387540,45,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Private,1
26,0.0,0.0,10,143756,40,Never-married,United-States,Other-service,White,Not-in-family,True,Private,0
36,0.0,0.0,12,218490,35,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,0
41,0.0,0.0,10,356934,44,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Federal-gov,1
23,0.0,0.0,10,223019,40,Married-civ-spouse,United-States,Adm-clerical,White,Wife,False,Private,0
55,0.0,0.0,9,342121,54,Never-married,United-States,Exec-managerial,White,Not-in-family,True,Private,0
19,0.0,0.0,10,259169,30,Never-married,United-States,Prof-specialty,White,Own-child,False,Local-gov,0
39,0.0,0.0,10,99065,39,Divorced,United-States,Exec-managerial,White,Unmarried,False,Private,0
39,0.0,0.0,14,186183,40,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Private,1
29,0.0,0.0,10,429696,14,Married-civ-spouse,United-States,?,Black,Own-child,False,?,0
47,0.0,0.0,13,171968,60,Widowed,Thailand,Exec-managerial,Asian-Pac-Islander,Unmarried,False,Self-emp-not-inc,0
42,0.0,0.0,15,404573,40,Divorced,United-States,Prof-specialty,White,Unmarried,False,State-gov,0
22,0.0,0.0,9,33087,45,Married-civ-spouse,United-States,Farming-fishing,White,Husband,True,Private,0
90,0.0,0.0,9,84553,40,Married-civ-spouse,United-States,Machine-op-inspct,White,Husband,True,Private,0
26,0.0,0.0,10,210812,43,Divorced,United-States,Craft-repair,White,Not-in-family,True,Private,0
49,0.0,0.0,9,407495,70,Married-spouse-absent,United-States,?,White,Not-in-family,True,?,0
23,0.0,0.0,9,372898,40,Married-civ-spouse,United-States,Sales,White,Wife,False,Private,0
70,0.0,0.0,10,225780,20,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Self-emp-inc,1
80,0.0,0.0,9,120796,40,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Self-emp-inc,0
50,0.0,0.0,9,169182,49,Divorced,Dominican-Republic,Other-service,White,Unmarried,False,Local-gov,0
55,0.0,0.0,13,101524,40,Married-civ-spouse,United-States,Sales,White,Husband,True,Private,1
34,0.0,0.0,9,117362,40,Divorced,United-States,Other-service,White,Not-in-family,False,Federal-gov,0
67,0.0,0.0,9,105438,40,Separated,United-States,Machine-op-inspct,White,Other-relative,False,Private,0
